ID,INCOME_BASE_TYPE,CREDIT_PURPOSE,INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_TYPE,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,EMPL_PROPERTY,EMPL_FORM,FAMILY_STATUS,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage
1101355,2NDFL,Buying a car,0.0,0.26,male,0,0,Higher/Second Higher/Academic Degree,middle manager,>250,0.0,69.0,45.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101375,Receipt of salary into account,Repair,1.0,0.14,male,2,0,specialized secondary,specialist,>250,0.0,9.0,32.0,Other,CJSC,married,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1101395,Receipt of salary into account,Buying a car,0.0,0.44,female,0,0,average,worker,>250,0.0,39.0,48.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101415,Bank form (without employer stamp),Education,1.0,0.27,female,0,0,Higher/Second Higher/Academic Degree,middle manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101435,Receipt of salary into account,Repair,1.0,0.26,female,0,0,specialized secondary,support staff,>250,0.0,80.0,42.0,Other,LLC,"single, not married",1.0,1.0,1.0,0.0,0.0,0.0909090909,0.0,0.0,0.0,0.0,0.1666666667,1.0,5.0,90.0,6.0,0.0,2.0,3.0,62.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1101455,2NDFL,Buying land,0.0,,female,1,0,higher,other,,1.0,7.0,34.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101475,Bank form (without employer stamp),Repair,1.0,0.26,female,0,0,higher,senior manager,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101495,Bank form (without employer stamp),Vacation,1.0,0.27,female,0,0,higher,specialist,>250,0.0,53.0,28.0,Other,LLC,"single, not married",4.0,3.0,1.0,1.0,1.0,0.0833333333,0.0,1.0,0.0,0.0,0.75,3.0,1.0,55.0,4.0,0.0,1.0,3.0,32.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1101515,Bank form (without employer stamp),Repair,1.0,0.58,female,0,0,Higher/Second Higher/Academic Degree,senior manager,< 50,0.0,14.0,48.0,Trade,LLC,"single, not married",1.0,1.0,0.0,0.0,0.0,0.1212121212,1.0,1.0,0.0,0.0,0.8,5.0,0.0,145.0,5.0,4.0,0.0,3.0,109.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1101535,Bank form (without employer stamp),Repair,1.0,0.26,male,1,0,specialized secondary,worker,>250,0.0,82.0,28.0,Trade,LLC,married,1.0,0.0,0.0,0.0,0.0,0.1078431373,0.0,1.0,0.0,0.0,0.25,4.0,12.0,182.0,16.0,4.0,1.0,3.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1101555,Receipt of salary into account,Purchasing household appliances,0.0,0.25,female,1,0,specialized secondary,specialist,>250,0.0,20.0,30.0,Trade,LLC,divorced / divorced,3.0,3.0,2.0,2.0,2.0,0.1797752809,0.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,73.0,7.0,1.0,0.0,22.0,80.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1101575,Receipt of salary into account,Buying a car,1.0,0.4,male,0,0,average,specialist,>250,1.0,33.0,29.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101595,Receipt of salary into account,Real estate purchase/construction,1.0,0.42,male,0,0,average,support staff,>250,0.0,202.0,58.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101615,Bank form (without employer stamp),Repair,0.0,0.47,male,0,0,specialized secondary,support staff,>250,0.0,37.0,32.0,Other,State enterprise,"single, not married",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,3.0,2.0,22.0,5.0,1.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101635,Receipt of salary into account,Buying a car,1.0,0.38,male,0,0,specialized secondary,worker,>250,0.0,130.0,32.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101655,Bank form (without employer stamp),Real estate purchase/construction,0.0,0.3,female,1,0,second higher education,middle manager,>250,0.0,111.0,41.0,Trade,OJSC,married,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333,2.0,4.0,178.0,6.0,0.0,4.0,20.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101675,Bank form (without employer stamp),Repair,0.0,0.22,male,2,0,higher,middle manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101695,Receipt of salary into account,Repair,0.0,0.56,male,0,0,higher,worker,>250,0.0,24.0,28.0,Other,OJSC,"single, not married",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,6.0,57.0,8.0,1.0,0.0,7.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101715,2NDFL,Repair,1.0,0.49,male,1,0,higher,worker,>250,0.0,17.0,32.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101735,Bank form (without employer stamp),Real estate purchase/construction,1.0,0.34,male,1,0,higher,senior manager,< 50,0.0,44.0,43.0,Other,Individual entrepreneur,married,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,126.0,2.0,1.0,0.0,32.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101755,2NDFL,Buying a car,1.0,0.36,male,1,0,higher,middle manager,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101775,2NDFL,Repair,1.0,0.36,male,0,0,higher,senior manager,>250,0.0,41.0,42.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101795,Bank form (without employer stamp),Repair,1.0,0.49,male,0,0,specialized secondary,support staff,>250,0.0,41.0,33.0,The science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101815,Receipt of salary into account,Buying a car,1.0,0.46,male,1,0,higher,support staff,>250,0.0,83.0,32.0,Other,CJSC,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,3.0,27.0,4.0,0.0,3.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101835,2NDFL,Repair,0.0,0.15,male,0,0,higher,specialist,>250,0.0,14.0,33.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101855,Free form with employer stamp,Repair,0.0,0.54,male,0,0,Higher/Second Higher/Academic Degree,specialist,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101875,Bank form (without employer stamp),Repair,1.0,0.31,male,0,0,Higher/Second Higher/Academic Degree,worker,< 50,0.0,32.0,55.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101895,Bank form (without employer stamp),Repair,1.0,0.45,female,1,0,higher,senior manager,< 50,0.0,22.0,37.0,Other,LLC,divorced / divorced,,,,,,,,,,,,,,,,,,,,,,,,,,
1101915,Receipt of salary into account,Real estate purchase/construction,0.0,0.43,male,0,0,higher,worker,>250,0.0,17.0,44.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101935,Bank form (without employer stamp),Buying a car,1.0,0.09,male,0,0,specialized secondary,support staff,< 50,0.0,29.0,27.0,Tourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101955,Receipt of salary into account,Purchasing household appliances,0.0,0.41,male,0,0,higher,specialist,>250,0.0,72.0,31.0,Trade,CJSC,married,2.0,1.0,0.0,0.0,0.0,0.0091743119,0.0,0.0,0.0,0.0,0.1428571429,1.0,6.0,108.0,7.0,0.0,0.0,35.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1101975,Bank form (without employer stamp),Repair,1.0,0.38,male,0,0,Higher/Second Higher/Academic Degree,senior manager,< 50,0.0,165.0,52.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101995,Receipt of salary into account,Vacation,1.0,0.34,female,0,0,higher,support staff,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102015,Bank form (without employer stamp),Repair,1.0,0.3,female,0,0,Higher/Second Higher/Academic Degree,senior manager,< 50,0.0,12.0,29.0,Trade,LLC,married,1.0,0.0,0.0,0.0,0.0,0.0065359477,1.0,0.0,0.0,0.0,0.0588235294,1.0,16.0,152.0,17.0,1.0,3.0,3.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1102035,Bank form (without employer stamp),Real estate purchase/construction,0.0,0.2,male,1,0,average,specialist,>250,0.0,92.0,40.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102055,Receipt of salary into account,Real estate purchase/construction,1.0,0.47,female,1,0,incomplete higher education,middle manager,>250,0.0,8.0,46.0,Trade,LLC,"single, not married",3.0,3.0,3.0,0.0,0.0,0.1052631579,0.0,2.0,1.0,1.0,0.5714285714,4.0,3.0,102.0,7.0,3.0,0.0,0.0,80.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1102075,Bank form (without employer stamp),Repair,1.0,0.38,male,1,0,higher,senior manager,< 50,0.0,69.0,48.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102095,Receipt of salary into account,Buying a car,1.0,0.33,male,0,0,specialized secondary,specialist,>250,0.0,121.0,37.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102115,Bank form (without employer stamp),Repair,1.0,0.33,male,0,0,specialized secondary,support staff,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102135,Receipt of salary into account,Repair,1.0,0.45,male,1,0,higher,Sales Manager,>250,0.0,98.0,34.0,Trade,LLC,married,0.0,0.0,0.0,0.0,0.0,0.0243902439,1.0,0.0,0.0,0.0,0.6,3.0,2.0,80.0,5.0,2.0,1.0,12.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1102155,Free form with employer stamp,Repair,1.0,0.16,male,0,0,Higher/Second Higher/Academic Degree,support staff,< 50,0.0,48.0,29.0,Other,LLC,married,5.0,5.0,5.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,0.1666666667,1.0,5.0,55.0,6.0,1.0,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102175,Bank form (without employer stamp),Repair,0.0,0.14,female,1,0,specialized secondary,support staff,< 50,0.0,81.0,38.0,The science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102195,Receipt of salary into account,Repair,1.0,0.3,male,0,0,specialized secondary,support staff,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102215,Bank form (without employer stamp),Repair,0.0,0.27,male,1,0,specialized secondary,support staff,>250,0.0,31.0,44.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102235,Receipt of salary into account,Repair,1.0,0.58,female,2,0,specialized secondary,specialist,>250,0.0,17.0,28.0,Other,LLC,married,2.0,1.0,1.0,0.0,0.0,0.0212765957,1.0,0.0,0.0,0.0,0.5,3.0,3.0,46.0,6.0,1.0,0.0,8.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1102255,Receipt of salary into account,Repair,0.0,0.32,male,1,0,specialized secondary,worker,>250,1.0,53.0,33.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102275,Bank form (without employer stamp),Other,0.0,0.41,female,1,0,Higher/Second Higher/Academic Degree,middle manager,>250,0.0,12.0,40.0,Other,LLC,"single, not married",2.0,2.0,1.0,0.0,0.0,0.0666666667,1.0,1.0,1.0,1.0,0.3529411765,6.0,11.0,378.0,17.0,4.0,2.0,0.0,92.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1102295,Bank form (without employer stamp),Real estate purchase/construction,1.0,0.08,male,1,0,higher,senior manager,< 50,0.0,49.0,52.0,Trade,Individual entrepreneur,married,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102315,2NDFL,Education,0.0,0.39,female,2,0,specialized secondary,support staff,>250,3.0,174.0,44.0,The science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102335,Receipt of salary into account,Real estate purchase/construction,0.0,0.39,female,0,0,higher,specialist,>250,0.0,54.0,40.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102355,2NDFL,Repair,1.0,0.57,female,1,0,incomplete higher education,middle manager,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102375,Free form with employer stamp,Repair,1.0,0.18,male,0,0,second higher education,senior manager,< 50,1.0,16.0,49.0,Other,LLC,married,3.0,1.0,0.0,0.0,0.0,0.0625,0.0,1.0,0.0,0.0,0.1428571429,1.0,6.0,60.0,7.0,1.0,0.0,4.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1102395,Bank form (without employer stamp),Repair,0.0,0.21,male,0,0,higher,middle manager,< 50,0.0,99.0,28.0,Information Technology,LLC,"single, not married",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,3.0,0.0,3.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102415,Bank form (without employer stamp),Repair,0.0,0.26,male,0,0,higher,specialist,>250,0.0,8.0,33.0,Other,CJSC,married,6.0,6.0,6.0,6.0,6.0,0.0769230769,0.0,0.0,0.0,0.0,0.2,1.0,4.0,84.0,5.0,0.0,1.0,18.0,81.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1102435,Receipt of salary into account,Repair,0.0,0.42,female,0,0,higher,middle manager,>250,0.0,71.0,32.0,Trade,LLC,"single, not married",0.0,0.0,0.0,0.0,0.0,0.1445086705,1.0,0.0,0.0,0.0,0.4444444444,5.0,4.0,148.0,9.0,5.0,2.0,11.0,87.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1102455,Bank form (without employer stamp),Vacation,1.0,0.16,male,1,0,higher,middle manager,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102475,Bank form (without employer stamp),Repair,0.0,0.3,female,1,0,Higher/Second Higher/Academic Degree,support staff,>250,0.0,37.0,34.0,Other,CJSC,married,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,3.0,95.0,6.0,1.0,2.0,19.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102495,Receipt of salary into account,Repair,0.0,0.23,female,1,0,higher,specialist,>250,0.0,52.0,27.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102515,Bank form (without employer stamp),Repair,0.0,0.29,female,0,0,Higher/Second Higher/Academic Degree,middle manager,< 50,0.0,141.0,45.0,The science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102535,Bank form (without employer stamp),Repair,0.0,0.13,female,0,0,higher,specialist,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102555,Receipt of salary into account,Real estate purchase/construction,0.0,0.47,male,0,0,higher,specialist,>250,0.0,39.0,26.0,Other,CJSC,"single, not married",3.0,3.0,2.0,2.0,1.0,0.0909090909,1.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,20.0,3.0,1.0,1.0,23.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1102575,,Treatment,0.0,,female,0,0,higher,other,,0.0,74.0,29.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102595,Bank form (without employer stamp),Purchasing household appliances,0.0,0.46,female,1,0,Higher/Second Higher/Academic Degree,support staff,>250,0.0,226.0,43.0,Civil service,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102615,Receipt of salary into account,Buying a car,1.0,0.59,male,1,0,higher,support staff,>250,0.0,22.0,28.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102635,Receipt of salary into account,Repair,0.0,0.45,male,0,0,higher,specialist,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102655,Bank form (without employer stamp),Vacation,1.0,0.51,female,1,0,higher,middle manager,< 50,0.0,61.0,41.0,Other,LLC,married,1.0,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.625,5.0,3.0,153.0,8.0,3.0,2.0,7.0,97.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1102675,Free form with employer stamp,Repair,1.0,0.43,female,0,0,higher,support staff,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102695,Bank form (without employer stamp),Repair,1.0,0.28,male,0,0,higher,specialist,>250,0.0,91.0,30.0,Trade,LLC,"single, not married",1.0,0.0,0.0,0.0,0.0,0.0350877193,0.0,1.0,1.0,1.0,0.3333333333,2.0,4.0,110.0,6.0,0.0,1.0,0.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1102715,Bank form (without employer stamp),Buying a car,1.0,0.39,male,0,0,higher,middle manager,>250,0.0,305.0,46.0,Civil service,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102735,Bank form (without employer stamp),Buying a car,1.0,0.38,female,0,0,higher,support staff,>250,0.0,13.0,23.0,Tourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102755,Free form with employer stamp,Buying a car,1.0,0.49,male,1,0,incomplete higher education,support staff,< 50,0.0,13.0,40.0,Civil service,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102775,Receipt of salary into account,Repair,0.0,0.52,male,0,0,higher,middle manager,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102795,Bank form (without employer stamp),Buying a car,1.0,0.44,male,0,0,specialized secondary,support staff,>250,0.0,256.0,44.0,Other,State enterprise,married,1.0,0.0,0.0,0.0,0.0,0.0701754386,1.0,2.0,0.0,0.0,0.3333333333,2.0,4.0,53.0,6.0,1.0,1.0,3.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1102815,2NDFL,Repair,1.0,0.43,male,0,0,Higher/Second Higher/Academic Degree,senior manager,>250,0.0,7.0,43.0,Information Technology,CJSC,married,3.0,3.0,2.0,2.0,1.0,0.0265486726,1.0,0.0,0.0,0.0,0.0,0.0,5.0,110.0,5.0,0.0,1.0,9.0,97.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1102835,Bank form (without employer stamp),Vacation,1.0,0.56,female,2,0,Higher/Second Higher/Academic Degree,Sales Manager,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102855,Receipt of salary into account,Treatment,0.0,0.49,female,0,0,higher,specialist,>250,0.0,27.0,29.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102875,2NDFL,Repair,0.0,0.23,female,0,0,higher,specialist,>250,0.0,26.0,28.0,Information Technology,LLC,married,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1102895,Receipt of salary into account,Repair,0.0,0.52,male,1,0,specialized secondary,worker,>250,0.0,9.0,43.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102915,2NDFL,Buying a car,1.0,0.38,male,2,0,higher,middle manager,>250,3.0,126.0,31.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102935,Receipt of salary into account,Repair,0.0,0.18,female,1,0,higher,middle manager,>250,0.0,85.0,36.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102955,Bank form (without employer stamp),Repair,0.0,0.25,male,0,0,higher,Sales Manager,>250,0.0,198.0,48.0,Trade,LLC,married,1.0,1.0,0.0,0.0,0.0,0.0325203252,0.0,0.0,0.0,0.0,0.4,2.0,3.0,119.0,5.0,1.0,3.0,14.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1102975,2NDFL,Buying land,0.0,0.57,female,1,0,average,worker,>250,3.0,86.0,44.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102995,Receipt of salary into account,Real estate purchase/construction,0.0,0.08,male,2,0,higher,middle manager,>250,1.0,226.0,37.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103015,Bank form (without employer stamp),Repair,0.0,0.29,female,0,0,higher,specialist,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103035,Bank form (without employer stamp),Other,0.0,0.37,male,0,0,higher,senior manager,< 50,0.0,157.0,54.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103055,2NDFL,Repair,1.0,0.13,male,0,0,higher,middle manager,>250,0.0,172.0,56.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103075,Bank form (without employer stamp),Education,1.0,0.16,female,0,0,higher,specialist,>250,0.0,57.0,33.0,Trade,LLC,"single, not married",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,36.0,3.0,0.0,2.0,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103095,Free form with employer stamp,Repair,0.0,0.24,female,0,0,Higher/Second Higher/Academic Degree,specialist,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103115,2NDFL,Repair,0.0,0.59,female,0,0,specialized secondary,specialist,>250,0.0,81.0,54.0,Information Technology,CJSC,married,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,123.0,7.0,1.0,0.0,6.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103135,Receipt of salary into account,Real estate purchase/construction,1.0,0.59,male,0,1,higher,middle manager,>250,0.0,48.0,31.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103155,Bank form (without employer stamp),Repair,0.0,0.26,male,0,0,Higher/Second Higher/Academic Degree,specialist,< 50,0.0,60.0,34.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103175,2NDFL,Repair,1.0,0.39,female,0,0,specialized secondary,support staff,>250,3.0,41.0,32.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103195,Receipt of salary into account,Repair,0.0,0.32,female,0,0,higher,middle manager,>250,0.0,116.0,39.0,Trade,LLC,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,3.0,43.0,4.0,0.0,0.0,13.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103215,Receipt of salary into account,Repair,0.0,0.42,female,1,0,incomplete higher education,specialist,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103235,2NDFL,Buying a car,1.0,0.25,male,0,0,specialized secondary,worker,>250,0.0,9.0,24.0,Trade,LLC,"single, not married",0.0,0.0,0.0,0.0,0.0,0.0476190476,0.0,0.0,0.0,0.0,0.5,1.0,1.0,20.0,2.0,0.0,0.0,25.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1103255,2NDFL,Buying land,1.0,0.59,female,0,0,specialized secondary,support staff,>250,0.0,169.0,48.0,Other,State enterprise,married,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,35.0,2.0,1.0,0.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103275,Receipt of salary into account,Repair,0.0,0.12,male,1,0,Higher/Second Higher/Academic Degree,specialist,>250,0.0,129.0,32.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103295,2NDFL,Repair,1.0,0.17,female,0,0,higher,specialist,< 50,0.0,48.0,25.0,Other,Another form,"single, not married",1.0,0.0,0.0,0.0,0.0,0.0869565217,0.0,2.0,0.0,0.0,0.5,3.0,3.0,42.0,6.0,2.0,0.0,3.0,48.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1103315,Receipt of salary into account,Repair,0.0,0.14,male,0,0,higher,specialist,>250,0.0,121.0,35.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103335,Receipt of salary into account,Repair,1.0,0.4,male,0,0,specialized secondary,worker,>250,0.0,14.0,48.0,Trade,LLC,married,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,43.0,3.0,0.0,0.0,8.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103355,Receipt of salary into account,Repair,1.0,0.59,female,0,0,specialized secondary,worker,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103375,Receipt of salary into account,Buying a car,1.0,0.44,male,0,0,specialized secondary,worker,>250,0.0,26.0,24.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103395,Receipt of salary into account,Buying a car,1.0,0.38,male,2,0,higher,middle manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103415,Receipt of salary into account,Purchasing household appliances,1.0,0.39,male,0,0,Higher/Second Higher/Academic Degree,specialist,>250,0.0,35.0,28.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103435,2NDFL,Real estate purchase/construction,1.0,0.44,female,1,0,specialized secondary,worker,>250,1.0,22.0,33.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103455,Receipt of salary into account,Other,0.0,0.59,male,0,0,higher,specialist,>250,0.0,39.0,26.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103475,Bank form (without employer stamp),Repair,1.0,0.59,male,0,0,specialized secondary,middle manager,< 50,0.0,48.0,36.0,Trade,LLC,"single, not married",5.0,5.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,88.0,6.0,4.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103495,2NDFL,Buying a car,0.0,0.38,male,1,0,higher,senior manager,< 50,0.0,36.0,44.0,Information Technology,LLC,married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818,2.0,9.0,117.0,11.0,1.0,0.0,15.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103515,Receipt of salary into account,Buying a car,1.0,0.49,male,1,0,average,support staff,>250,0.0,40.0,34.0,Other,LLC,married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,1.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103535,Bank form (without employer stamp),Repair,1.0,0.16,female,2,0,higher,senior manager,< 50,0.0,11.0,39.0,Trade,LLC,married,3.0,3.0,3.0,3.0,2.0,0.320754717,1.0,0.0,0.0,0.0,0.5,1.0,1.0,108.0,2.0,0.0,0.0,73.0,94.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1103555,Receipt of salary into account,Real estate purchase/construction,0.0,0.26,male,1,0,Higher/Second Higher/Academic Degree,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103575,Bank form (without employer stamp),Repair,1.0,0.35,female,0,0,higher,middle manager,< 50,0.0,204.0,50.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103595,Bank form (without employer stamp),Education,0.0,0.29,female,1,0,Higher/Second Higher/Academic Degree,middle manager,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
